Y Chromosome	"Y Chromosome	0	12	GO_ontology"	"[{""token"": ""Y Chromosome"", ""start_span"": 0, ""end_span"": 12, ""type"": ""GO_ontology""}]"
If one ( or more) Tas2rs underlie the chromosome 6 QHCl taste sensitivity QTL, we would predict that one ( or more) Tas2r genes would exhibit one of three likely characteristics: ( 1) A Tas2r allele is a pseudogene, or is deleted, in D2 ( QHCL - insensitive), but not B6 ( QHCl - sensitive), mice; ( 2) Missense mutations in the single coding exon of a D2 Tas2r allele impact protein functions such as ligand binding or receptor coupling to downstream signaling cascades; ( 3) Mutations in noncoding or regulatory regions of a D2 Tas2r allele affects expression of the protein product.	"chromosome	38	48	GO_ontology"	"[{""token"": ""chromosome"", ""start_span"": 38, ""end_span"": 48, ""type"": ""GO_ontology""}]"
Twenty - four intact Tas2rs, along with three apparent Tas2r pseudogenes, have been identified in the distal chromosome 6 cluster of B6 mice [ 19] ( Figure 4).	"chromosome	109	119	GO_ontology"	"[{""token"": ""chromosome"", ""start_span"": 109, ""end_span"": 119, ""type"": ""GO_ontology""}]"
Although polymorphic residues between B6 and D2 Tas2rs are found in all regions of the receptors, 23% of the amino acid changes seen are within the first two extracellular loops of the T2Rs ( data not shown).	"extracellular	158	171	GO_ontology"	"[{""token"": ""extracellular"", ""start_span"": 158, ""end_span"": 171, ""type"": ""GO_ontology""}]"
Surprisingly, we discovered that there have been no apparent recombination events within the distal chromosome 6 cluster during the generation of the BXD RI lines.	"chromosome	100	110	GO_ontology"	"[{""token"": ""chromosome"", ""start_span"": 100, ""end_span"": 110, ""type"": ""GO_ontology""}]"
The coding exon of each of 21 Tas2rs in the distal chromosome 6 cluster was amplified genomic DNA from 29 BXD / Ty RI strains.	"chromosome	51	61	GO_ontology"	"[{""token"": ""chromosome"", ""start_span"": 51, ""end_span"": 61, ""type"": ""GO_ontology""}]"
We have found that a single QTL on distal chromosome 6 accounts for most of the variation in QHCL taste sensitivity between B6 and D2 mice.	"chromosome	42	52	GO_ontology"	"[{""token"": ""chromosome"", ""start_span"": 42, ""end_span"": 52, ""type"": ""GO_ontology""}]"
Using 17 RI lines and 762 chromosomal markers, we have restricted the quinine taste QTL to a < 5 Mb region on distal chromosome 6 that contains 24 Tas2r genes.	"chromosomal	26	37	GO_ontology"	"[{""token"": ""chromosomal"", ""start_span"": 26, ""end_span"": 37, ""type"": ""GO_ontology""}]"
As of yet there is no evidence for quinine activation of T2Rs from functional assays of these receptors in heterologous cells or membrane preparations, likely due to the lipophilic nature of quinine [ 23].	"membrane	129	137	GO_ontology"	"[{""token"": ""membrane"", ""start_span"": 129, ""end_span"": 137, ""type"": ""GO_ontology""}]"
Also, a suggestive QTL on chromosome 8 does not contain any Tas2r genes, but does contain a number of genes encoding ion channels, enzymes and members of other receptor families ( our unpublished data).	"chromosome	26	36	GO_ontology"	"[{""token"": ""chromosome"", ""start_span"": 26, ""end_span"": 36, ""type"": ""GO_ontology""}]"
Of the 29 BXD RI lines examined, there was no apparent recombination event within the chromosome 6 Tas2r cluster.	"chromosome	86	96	GO_ontology"	"[{""token"": ""chromosome"", ""start_span"": 86, ""end_span"": 96, ""type"": ""GO_ontology""}]"
Interestingly, 23% of missense mutations in D2 Tas2rs affect the first two extracellular loops of the receptors.	"extracellular	75	88	GO_ontology"	"[{""token"": ""extracellular"", ""start_span"": 75, ""end_span"": 88, ""type"": ""GO_ontology""}]"
Most Tas2r genes in the distal chromosome 6 cluster are polymorphic across inbred strains of mice, and this cluster forms a single haplotype that correlates with quinine taste sensitivity.	"chromosome	31	41	GO_ontology"	"[{""token"": ""chromosome"", ""start_span"": 31, ""end_span"": 41, ""type"": ""GO_ontology""}]"
Additional markers used to refine the QTL on chromosome 6 were identified from the Jackson Laboratories online resources for the BXD RI strains [ 40].	"chromosome	45	55	GO_ontology"	"[{""token"": ""chromosome"", ""start_span"": 45, ""end_span"": 55, ""type"": ""GO_ontology""}]"
Linkage of a QHCl QTL to D6Mit13 on chromosome 6.	"chromosome	36	46	GO_ontology"	"[{""token"": ""chromosome"", ""start_span"": 36, ""end_span"": 46, ""type"": ""GO_ontology""}]"
We propose that the interaction of PAX6 with HOMER3 and DNCL1 is a mechanism by which synaptic activation could lead to changes in neuronal transcriptional activity, and that some of the neural anomalies in patients with PAX6 mutations could be explained by impaired protein - protein interactions.	"synaptic	86	94	GO_ontology"	"[{""token"": ""synaptic"", ""start_span"": 86, ""end_span"": 94, ""type"": ""GO_ontology""}]"
The roles of PAX6 in brain development have mainly been studied in homozygous mutant mice or rats and include arealisation of the cerebral cortex [ 7], formation of the prosencephalon - mesencephalon boundary [ 8], axon guidance [ 8], differentiation of neurons from glia [ 9] and neuronal migration in the cerebellum [ 10].	"axon	215	219	GO_ontology"	"[{""token"": ""axon"", ""start_span"": 215, ""end_span"": 219, ""type"": ""GO_ontology""}]"
PAX6 plays a role in development of specific axonal connections between the retina and the brain [ 18] and within the forebrain [ 8, 19].	"axonal	45	51	GO_ontology"	"[{""token"": ""axonal"", ""start_span"": 45, ""end_span"": 51, ""type"": ""GO_ontology""}]"
HOMER proteins have also been implicated in axon guidance during brain development [ 42].	"axon	44	48	GO_ontology"	"[{""token"": ""axon"", ""start_span"": 44, ""end_span"": 48, ""type"": ""GO_ontology""}]"
TRIM11 lowers Humanin levels by a mechanism that appears to involve ubiqutin - mediated proteasomal degradation [ 46].	"proteasomal	88	99	GO_ontology"	"[{""token"": ""proteasomal"", ""start_span"": 88, ""end_span"": 99, ""type"": ""GO_ontology""}]"
However it is interesting to speculate that the interaction of PAX6 with HOMER3 and DNCL1 may be the basis of a mechanism by which synaptic signalling causes changes in gene expression.	"synaptic	131	139	GO_ontology"	"[{""token"": ""synaptic"", ""start_span"": 131, ""end_span"": 139, ""type"": ""GO_ontology""}]"
We propose that PAX6 is sequestered in the PSD by binding to HOMER3.	"PSD	43	46	GO_ontology"	"[{""token"": ""PSD"", ""start_span"": 43, ""end_span"": 46, ""type"": ""GO_ontology""}]"
Since receptor activation causes dissociation of HOMER proteins [ 35], PAX6 may be released as a result of synaptic activity, allowing it to interact with DNCL1.	"synaptic	107	115	GO_ontology"	"[{""token"": ""synaptic"", ""start_span"": 107, ""end_span"": 115, ""type"": ""GO_ontology""}]"
In mice the paired - less isoform is relatively abundant in brain [ 49]; however its subcellular localisation in neurones, and the possibility of an association with the PSD, remains to be investigated.	"PSD	170	173	GO_ontology"	"[{""token"": ""PSD"", ""start_span"": 170, ""end_span"": 173, ""type"": ""GO_ontology""}]"
We suggest that the interaction of PAX6 with HOMER3 and DNCL1 is a mechanism by which synaptic signalling could lead to regulated changes in gene expression in neurons.	"synaptic	86	94	GO_ontology"	"[{""token"": ""synaptic"", ""start_span"": 86, ""end_span"": 94, ""type"": ""GO_ontology""}]"
Medium - chain acyl - CoA dehydrogenase ( MCAD) deficiency is the most common inherited disorder of mitochondrial fatty acid beta - oxidation in humans.	"mitochondrial	100	113	GO_ontology"	"[{""token"": ""mitochondrial"", ""start_span"": 100, ""end_span"": 113, ""type"": ""GO_ontology""}]"
Mitochondrial beta - oxidation of fatty acids provides energy, especially during fasting conditions.	"Mitochondrial	0	13	GO_ontology"	"[{""token"": ""Mitochondrial"", ""start_span"": 0, ""end_span"": 13, ""type"": ""GO_ontology""}]"
Fatty acid oxidation occurs in mitochondria and consists of a repeating circuit of four sequential steps.	"mitochondria	31	43	GO_ontology"	"[{""token"": ""mitochondria"", ""start_span"": 31, ""end_span"": 43, ""type"": ""GO_ontology""}]"
Once inside the mitochondrial matrix, the MCAD monomers are assembled into homotetramers to gain enzymatic activity [ 4].	"mitochondrial matrix	16	36	GO_ontology"	"[{""token"": ""mitochondrial matrix"", ""start_span"": 16, ""end_span"": 36, ""type"": ""GO_ontology""}]"
Inherited MCAD deficiency exists in humans as an autosomal recessive disorder.	"autosomal	49	58	GO_ontology"	"[{""token"": ""autosomal"", ""start_span"": 49, ""end_span"": 58, ""type"": ""GO_ontology""}]"
As a control analysis, liver homogenates probed with anti - SCAD antibody revealed that SCAD protein was present in both MCAD + / + and MCAD - / - mice.	"antibody	65	73	GO_ontology"	"[{""token"": ""antibody"", ""start_span"": 65, ""end_span"": 73, ""type"": ""GO_ontology""}]"
No MCAD positive - control protein is detected by anti - SCAD antibodies ( MCAD lane).	"antibodies	62	72	GO_ontology"	"[{""token"": ""antibodies"", ""start_span"": 62, ""end_span"": 72, ""type"": ""GO_ontology""}]"
ETF reduction assays of liver homogenates were performed to characterize the MCAD - / - mice at the enzymatic level.	"ETF	0	3	GO_ontology"	"[{""token"": ""ETF"", ""start_span"": 0, ""end_span"": 3, ""type"": ""GO_ontology""}]"
The MCAD - deficient mouse offers new insights into the pathogenesis of mitochondrial beta - oxidation deficiencies and will provide a robust tool to better understand the role of fatty acids in other relevant diseases.	"mitochondrial	72	85	GO_ontology"	"[{""token"": ""mitochondrial"", ""start_span"": 72, ""end_span"": 85, ""type"": ""GO_ontology""}]"
After blocking with 5% nonfat milk in phosphate - buffered saline with 0. 1% Tween - 20, the membrane was immunoblotted overnight at 4 degrees C with 1: 500 dilution of an anti - MCAD antibody.	"antibody	184	192	GO_ontology"	"[{""token"": ""antibody"", ""start_span"": 184, ""end_span"": 192, ""type"": ""GO_ontology""}]"
Blots were incubated in anti - mouse IgG HRP - conjugated secondary antibody for 2 - 4 h at room temperature using standard procedures and developed by chemiluminiscence ( Renaissance, NEN Lifesciences Products, Boston, Massachusetts, United States).	"antibody	68	76	GO_ontology"	"[{""token"": ""antibody"", ""start_span"": 68, ""end_span"": 76, ""type"": ""GO_ontology""}]"
The sensitive and highly specific anaerobic ETF reduction assay was used on tissue extracts with octanoyl - CoA ( C8) and palmitoyl - CoA ( C16) as substrate as previously described [ 29].	"ETF	44	47	GO_ontology"	"[{""token"": ""ETF"", ""start_span"": 44, ""end_span"": 47, ""type"": ""GO_ontology""}]"
For example, expression defects in the KH domain proteins NOVA and FMRP are known to cause paraneoplastic neurologic disorders [ 31] and the fragile X syndrome, respectively, in humans [ 32].	"X	149	150	GO_ontology"	"[{""token"": ""X"", ""start_span"": 149, ""end_span"": 150, ""type"": ""GO_ontology""}]"
Sections of paraffin - embedded wild - type E14. 5 and E16. 5 embryonic mice were immunostained with the well - characterized AD1 anti - Sam68 antibody, raised in rabbits against an immunizing peptide that corresponds to amino acids 330 to 348 of the mouse Sam68 protein [ 46].	"antibody	143	151	GO_ontology"	"[{""token"": ""antibody"", ""start_span"": 143, ""end_span"": 151, ""type"": ""GO_ontology""}]"
Intense staining was seen in the nucleus of cells in the developing brain, heart, and small intestine ( Figure 1B), as well as in chondrocytes in the nasal septum and the glandular tissue adjacent to the nasal cartilage ( Figure 1C, panels A - D), in the vertebra and intervertebral discs ( panels E - H) and in the epiphysis ( panels I - K) and metaphysis ( panel L) of long bones.	"nucleus	33	40	GO_ontology"	"[{""token"": ""nucleus"", ""start_span"": 33, ""end_span"": 40, ""type"": ""GO_ontology""}]"
Nuclear staining was observed in proliferating chondrocytes and hypertrophic chondrocytes ( Figure 1C, panel H), in osteoblasts ( panel L; Dataset S1), and in osteoclasts ( Dataset S1).	"Nuclear	0	7	GO_ontology"	"[{""token"": ""Nuclear"", ""start_span"": 0, ""end_span"": 7, ""type"": ""GO_ontology""}]"
Sam68 transcripts encoded by exons 1 to 5 were absent as evidenced by RT - PCR ( Dataset S2), and Sam68 - / - mice were devoid of Sam68 protein, as visualized by immunoblotting with anti - Sam68 AD1 and SC - 333 antibodies or control normal rabbit serum or anti - Sam68 AD1 preabsorbed with peptide ( Figure 2C).	"antibodies	212	222	GO_ontology"	"[{""token"": ""antibodies"", ""start_span"": 212, ""end_span"": 222, ""type"": ""GO_ontology""}]"
SC - 333 is a rabbit anti - Sam68 antibody that was raised against the C - terminal 20 amino acids of Sam68 [ 47].	"antibody	34	42	GO_ontology"	"[{""token"": ""antibody"", ""start_span"": 34, ""end_span"": 42, ""type"": ""GO_ontology""}]"
A quantifiable increase in the mean trabecular separation ( Tb. Sp) ( unpublished data) in 12 - month - old Sam68 + / + mice was due to an increase in the percentage of spaces falling in the range of 350 to 700 mu m ( Figure 4B, red hatched line).	"spaces	169	175	GO_ontology"	"[{""token"": ""spaces"", ""start_span"": 169, ""end_span"": 175, ""type"": ""GO_ontology""}]"
Serial 4 - mu m sections were cut on a modified Leica RM 2155 rotary microtome ( Leica Microsystems, Richmond Hill, Ontario, Canada), stained with a 1: 600 dilution of the AD1 anti - Sam68 antibody [ 46] and counterstained with either methyl green or hematoxylin.	"antibody	189	197	GO_ontology"	"[{""token"": ""antibody"", ""start_span"": 189, ""end_span"": 197, ""type"": ""GO_ontology""}]"
At 48 h after transfection, populations were selected for 2. 5 mu g / ml puromycin and the knockdown observed by immunoblotting with anti - Sam68 ( AD1) antibody.	"antibody	153	161	GO_ontology"	"[{""token"": ""antibody"", ""start_span"": 153, ""end_span"": 161, ""type"": ""GO_ontology""}]"
The entire embryo was immunostained with the AD1 anti - Sam68 antibody and counterstained with methyl green, and the image was captured at x 1. 2 magnification.	"antibody	62	70	GO_ontology"	"[{""token"": ""antibody"", ""start_span"": 62, ""end_span"": 70, ""type"": ""GO_ontology""}]"
( B) Embryonic soft tissues from the brain, heart and gut were stained with hematoxylin ( left) and immunostained with anti - Sam68 antibody ( right), and images were captured at x 20 magnification.	"antibody	132	140	GO_ontology"	"[{""token"": ""antibody"", ""start_span"": 132, ""end_span"": 140, ""type"": ""GO_ontology""}]"
Adjacent sections were stained with hematoxylin and eosin ( panels A, E, and I) or with antibody preadsorbed with the immunizing peptide ( panels B, F, and J).	"antibody	88	96	GO_ontology"	"[{""token"": ""antibody"", ""start_span"": 88, ""end_span"": 96, ""type"": ""GO_ontology""}]"
Osteoclasts were identified as cells with three or more nuclei that stained positive for TRAP activity ( upper) and excavated pits in dentin slices, as demonstrated by SEM ( lower, bar = 20 mu m).	"nuclei	56	62	GO_ontology"	"[{""token"": ""nuclei"", ""start_span"": 56, ""end_span"": 62, ""type"": ""GO_ontology""}]"
